,clean_message
490,"total differ , with load of understat and black comedi , thi be a film few get to see , but those who do will rememb it ."
491,"thi movi creat it own univers , and be fascin in everi way ."
492,but thi movi realli get to me .
493,see it .
494,"i realli hope the team behind thi movi make more movi , and that they will continu to do so in their own , some kinda weird style ."
495,"and i forgot : the cast here i superb , with trond fausa aurvåg be perfect in the role a the bothersom man , who do n't understand where he be , what he be do and whi ."
496,thi movi be a good and humor comment on life in 2006 .
497,"i find thi move beauti , enjoy , and uplift ."
498,"initi the local site in the film , which be film here in buffalo , intrigu me ."
499,later i find myself lose in the power of the film .
500,the entir audienc applaud at the conclus of the film .
501,"i leav the theater with a lilt in my step , joy in my heart and hope for the human race ."
502,duri have a wholesom appear and give a fine perform .
503,the rest of the cast also play well .
504,cinematographi noteworthi includ fine view of barcelona and it fame gaudi tower .
505,about ten minut into thi film i start have second thought .
506,about half way through thi film i start to dislik it .
507,"by the time the film end , i not onli dislik it , i despis it ."
508,what thi film lack be a convinc script .
509,the script look a if onli a rough draft be write and shoot begin befor a finish script be complet .
510,"thing happen , charact person chang , plot twist occur for no real reason other than that script call for it ."
511,the cast be good .
512,"for that , it 's worth check out ."
513,thi be probabl the most irrit show i have ever see in my entir life .
514,it be indescrib the most annoy and idiot show i have ever see .
515,everyth about it be just bad .
516,"i could not understand , what kind of idiot would produc thi mess in the first place not to mention sever season ."
517,"the script be bad , veri bad  it contain both cheesi and uneth joke that you normal see in rate r or nc-17 movi ."
518,"the cast be also horribl , caus all you see be a realli realli bad actor , period ."
519,final word : thi show be a real tortur ! !
520,it be zillion time away from realiti .
521,watch wash machin twirl around would n't hurt your eye as much a thi show .
522,rate : 0/10 ( grade : z ) note : the show be so bad that even mother of the cast pull her daughter out of the show .
523,20th centuri fox 's road hous 1948 ) be not onli quit a silli noir but be an implaus unmitig bore of a movi .
524,"full of unconvinc cardboard charact it be blandli write by edward chodorov , who also produc , and be surprisingli direct by jean negulesco from whom one would expect a great deal more ."
525,from here on the widmark charact turn unintent comic !
526,hi lose hi marbl so earli in the proceed be total implaus and unconvinc .
527,and if that be n't enough of a mess of a movi for you - the pictur be also mar with a constant use of studio set and indoor exterior .
528,whatev prompt such a documentari be beyond me !
529,( veri seriou spoiler ) thi movi be a huge disappoint .
530,there be so mani problem i dont know where to start .
531,the cast be great .
532,"steve martin deliv a realli funni perform of a middle-ag , upper class , uptight white guy ."
533,add betti white and jean smart and you have a great cast - everyon play their part realli well .
534,but the movi make a lot of seriou mistak .
535,"first of all , there be enough racial stereotyp and racial joke to offend everyon ."
536,the movi be litter with overt racial slur toward the black cast member and in return the white be depict a moron and boob .
537,"put the race card asid , let look at the major flaw in the film : they destroy latifa 's charact ."
538,there be no real plot .
539,i wouldnt see thi movi again for free .
540,steamboat willi be an amazingli import film to our cinema histori .
541,thi second appear of mickey mous ( follow the silent plane crazi earlier that year ) be probabl hi most famou film -- mostli becaus it be so ground-break .
542,"while you do n't yet hear mickey speak , there be ton of sound effect and music throughout the film -- someth we take for grant now but which be a huge crowd pleaser in 1928 ."
543,"howev , after see the short again after about 25 year , i be amaz at how timeless the film actual be ."
544,it 's just ador see mickey play `` turkey in the straw `` in a highli imagin ( if occasion cruel ) way .
545,clever and a real crowd-pleas -- thi film still rank among mickey 's best film even after 80 wonder year .
546,"the bipolar of the ruthless thug ( one minut a ruthless killer , the next minut a luv 's diaper commerci ) be complet unconvinc ."
547,"i 'm terribl disappoint that thi film would receiv so mani award and accolad , especi when there be far more deserv work of film out there ."
548,the origin bodi and soul ( 1947 ) be a masterpiec .
549,"john garfield , ann rever , lilli plmer , william conrad , canada lee ... and film by one of the great cinematograph to ever grace the screen .. jam wong howe ."
550,i do n't think there be ani redeem qualiti in thi remak .
551,thi may be the onli bad film he ever make .
552,so bad ... well ... it 's just bad .
553,"thi movi be a solid exampl of a bad plot and a veri , veri bad idea all the way ."
554,it 's a shame to see good actor like thomerson and jame make a live in a mess like thi .
555,i think it be bad .
556,"both film be terribl , but to the credit of the 1986 version , it be watchabl ."
557,"let 's start with all the problemsth act , especi from the lead professor , be veri , veri bad ."
558,the script be a big flaw mess .
559,the best exampl of how dumb the write be when it 's establish that you can turn the zombie-stud back into human by remov a necklac contain a piec of the meteorit .
560,"director paul matthew , who also wrote/direct the weak 1995 monster movi `` grim `` , clearli do n't know how to pace hi film ."
561,the movi be terribl bore in place .
562,the light be aw .
563,the film look cheap and bland .
564,one of the most disappoint aspect be the lack of notabl gore .
565,"thi convent never work well in the past , and certainli do n't work here ."
566,the visual effect be aw .
567,the cg open sequenc in space look like it could have be creat on microsoft slideshow for god 's sake !
568,the `` explos `` of the ga tank at the end be just as aw .
569,"okay , i like to consid myself a fair critic , so i 'll give credit where credit 's due -- the creatur effect be actual pretti cool ."
570,"get ta love those close-up of slimi , drool teeth !"
571,"to sum the film up , `` breeder `` be a terribl , cheapli make horror movi that should be avoid like the ebola viru ."
572,not recommend .
573,"he be almost unbear to watch on screen , he have littl to no charisma , and terribl comed time ."
574,"asid from it 's terribl lead , thi film have load of other debit ."
